description,storypoint,issuekey,dataset_name,treated_description_ml,treated_description_bert
"The ""Preview"" word does not translate after right selecting one table when the languange is French 1.Change language to be French for studio  2.Preview table/column by right clicking  Expected result:  The preview word should be translated.  Actual result:  It can not be translated for table. it's ok for column",1,TDQ-11541,talenddataquality,preview word translate right select table languange french 1.change language french studio 2.preview table column right clicking expected result preview word translate actual result translate table ok column,"The ""Preview"" word does not translate after right selecting one table when the languange is French 1.Change language to be French for studio 2.Preview table/column by right clicking Expected result: The preview word should be translated. Actual result: It can not be translated for table. it's ok for column"
"Can't drill down on regex pattern of MSSQL Hello,    We recently acquired your product and we're on the internal setup.  I published the RegExMatch UDF Function in the server (side note: the tutorial should be updated to account for recent versions of Visual Studio), and activated the CLR, in order to use regular expressions for pattern matching. The pattern matching effectively shows matching and non-matching percentages in the analysis after correcting the queries for MS SQL Server. However, when going to check the valid or invalid rows in a column test, the SQL editor (or the module behind it) generates a query where the condition is ""null"". Creating a job to extract this information generates no blocks whatsoever either. Thus, we can see the percentages of matching and non-matching values, but we cannot see the values themselves, so the data quality process is stopped.    Instructions in the SQL Editor :    Valid cases : SELECT * FROM ""pathToDatabase"" WHERE null  Invalid cases : SELECT ""field"" FROM ""pathToDatabase"" WHERE (null OR ""field"" IS NULL )  ",3,TDQ-11553,talenddataquality,drill regex pattern mssql hello recently acquire product internal setup publish regexmatch udf function server note tutorial update account recent version visual studio activate clr order use regular expression pattern matching pattern match effectively show match non matching percentage analysis correct query ms sql server go check valid invalid row column test sql editor module generate query condition null create job extract information generate block whatsoever percentage match non matching value value data quality process stop instruction sql editor valid case select pathtodatabase null invalid case select field pathtodatabase null field null,"Can't drill down on regex pattern of MSSQL Hello, We recently acquired your product and we're on the internal setup. I published the RegExMatch UDF Function in the server (side note: the tutorial should be updated to account for recent versions of Visual Studio), and activated the CLR, in order to use regular expressions for pattern matching. The pattern matching effectively shows matching and non-matching percentages in the analysis after correcting the queries for MS SQL Server. However, when going to check the valid or invalid rows in a column test, the SQL editor (or the module behind it) generates a query where the condition is ""null"". Creating a job to extract this information generates no blocks whatsoever either. Thus, we can see the percentages of matching and non-matching values, but we cannot see the values themselves, so the data quality process is stopped. Instructions in the SQL Editor : Valid cases : SELECT * FROM ""pathToDatabase"" WHERE null Invalid cases : SELECT ""field"" FROM ""pathToDatabase"" WHERE (null OR ""field"" IS NULL )"
The table's value is not as same as chart in the generated document after generating report file 1.Create functional dependency anlaysis  2.Create report with it  3.Generate report .  Expected result:  The result is correct.  Actual result:  The result in the chart is not same with table.see attachment,1,TDQ-11556,talenddataquality,table value chart generate document generate report file 1.create functional dependency anlaysis 2.create report 3.generate report expect result result correct actual result result chart table.see attachment,The table's value is not as same as chart in the generated document after generating report file 1.Create functional dependency anlaysis 2.Create report with it 3.Generate report . Expected result: The result is correct. Actual result: The result in the chart is not same with table.see attachment
"unify the template of basic and evolution for long string--for all frequency indicators after TDQ-10785, for frequency indicators, we show 30 characters at most for basic template,   but evolution template we didn't change, should unify them to same one.    also pay attention to dqportal",1,TDQ-11568,talenddataquality,unify template basic evolution long string frequency indicator tdq-10785 frequency indicator 30 character basic template evolution template change unify pay attention dqportal,"unify the template of basic and evolution for long string--for all frequency indicators after TDQ-10785, for frequency indicators, we show 30 characters at most for basic template, but evolution template we didn't change, should unify them to same one. also pay attention to dqportal"
"Review Datamart model and its documentation the documentation of ""tdq_table_analyzed_set"" is missing.   Check whether other information is missing too.    See doc at https://help.talend.com/display/TalendDataManagementPlatformStudioUserGuide61EN/G.1+Implemented+PDM     Todo: create a DOCT issue with all missing information.",1,TDQ-11570,talenddataquality,review datamart model documentation documentation tdq_table_analyzed_set miss check information miss doc https://help.talend.com/display/talenddatamanagementplatformstudiouserguide61en/g.1+implemented+pdm todo create doct issue missing information,"Review Datamart model and its documentation the documentation of ""tdq_table_analyzed_set"" is missing. Check whether other information is missing too. See doc at https://help.talend.com/display/TalendDataManagementPlatformStudioUserGuide61EN/G.1+Implemented+PDM Todo: create a DOCT issue with all missing information."
"column analysis report template should change for different indicators. *Simple Indicator*  count: should be Int type, both analysis and basic report(table chart, pic chart)  in report for the second column title, should replace ""VALUE"" WITH ""COUNT""    *Summary Indicator:*  basic report,horizontal label show ""label"", change to ""Summary Statistics"" just as simple indicators?  evolution report vertical label for pic chart should be ""Value"", not ""Count"".    *Text Indicators:*  basic report doesn't show Frequency, should evolution show it? unify it.  evolution report vertical label should replace ""Count"" with ""Value""    *Advanced Statistics(all indicators under this folder except mode):*  Basic report, count should be int type.    *Pattern Frequency Statistics(all three indicators)*  Basic report, count should be int type.  Evolution report, count should be Int type vertical value,  for the Percentage chart label is not correct(refer to pic)    *Phone Number Indicators(refer to pic):*  basic:  1. Format Frequency Pie page, table title ""Data Value"" should be ""Indicator"", Value should be ""count""   and should int type(both table chart and pic chart)     2. next page, table title ""Value"" should be ""Count"", and should be count without "".00"" following  Evolution:   Count for vertical should be without "".00""     *Soundex Statistics:*  Basic report: Count should without "".00"" both table and pic    *Benford Law Indicators:*  Basic report, table chart title ""VALUE"" should be ""Count"", without "".00""  Evolution report, should we show count result or frequency result? for the Expected Result is Frequency not Count.    NOTE:   for all the count  number following with "".00"" should also fix in analysis.  pic get from 563  ",2,TDQ-11573,talenddataquality,column analysis report template change different indicator simple indicator count int type analysis basic report(table chart pic chart report second column title replace value count summary indicator basic report horizontal label label change summary statistics simple indicator evolution report vertical label pic chart value count text indicators basic report frequency evolution unify evolution report vertical label replace count value advanced statistics(all indicator folder mode basic report count int type pattern frequency indicator basic report count int type evolution report count int type vertical value percentage chart label correct(refer pic phone number indicators(refer pic basic format frequency pie page table title data value indicator value count int type(both table chart pic chart page table title value count count .00 follow evolution count vertical .00 soundex statistics :* basic report count .00 table pic benford law indicators basic report table chart title value count .00 evolution report count result frequency result expected result frequency count note count number follow .00 fix analysis pic 563,"column analysis report template should change for different indicators. *Simple Indicator* count: should be Int type, both analysis and basic report(table chart, pic chart) in report for the second column title, should replace ""VALUE"" WITH ""COUNT"" *Summary Indicator:* basic report,horizontal label show ""label"", change to ""Summary Statistics"" just as simple indicators? evolution report vertical label for pic chart should be ""Value"", not ""Count"". *Text Indicators:* basic report doesn't show Frequency, should evolution show it? unify it. evolution report vertical label should replace ""Count"" with ""Value"" *Advanced Statistics(all indicators under this folder except mode):* Basic report, count should be int type. *Pattern Frequency Statistics(all three indicators)* Basic report, count should be int type. Evolution report, count should be Int type vertical value, for the Percentage chart label is not correct(refer to pic) *Phone Number Indicators(refer to pic):* basic: 1. Format Frequency Pie page, table title ""Data Value"" should be ""Indicator"", Value should be ""count"" and should int type(both table chart and pic chart) 2. next page, table title ""Value"" should be ""Count"", and should be count without "".00"" following Evolution: Count for vertical should be without "".00"" *Soundex Statistics:* Basic report: Count should without "".00"" both table and pic *Benford Law Indicators:* Basic report, table chart title ""VALUE"" should be ""Count"", without "".00"" Evolution report, should we show count result or frequency result? for the Expected Result is Frequency not Count. NOTE: for all the count number following with "".00"" should also fix in analysis. pic get from 563"
"The column analysis with UDI indicators can not run well 1.Start studio and create column analysis  2.Add UDI to column analysis.  3.Run it.  expected result:  The analysis can be run well.  Actual result:  The error dialog popped.the error see below:  {code}  java.lang.IndexOutOfBoundsException: targetIndex=2, size=2    org.eclipse.emf.common.util.BasicEList.move(BasicEList.java:658)    org.eclipse.emf.common.notify.impl.NotifyingListImpl.doMove(NotifyingListImpl.java:1329)    org.eclipse.emf.common.notify.impl.NotifyingListImpl.move(NotifyingListImpl.java:1314)    org.eclipse.emf.common.util.AbstractEList.move(AbstractEList.java:535)    org.eclipse.emf.ecore.util.EcoreUtil$Copier.copyReference(EcoreUtil.java:793)    org.eclipse.emf.ecore.util.EcoreUtil$Copier.copyReferences(EcoreUtil.java:688)    org.talend.dq.helper.EObjectHelper.preDeepCopy(EObjectHelper.java:511)    org.talend.dq.helper.EObjectHelper.deepCopy(EObjectHelper.java:477)    org.talend.dq.helper.AnalysisExecutorHelper.checkIndicatorWithChild(AnalysisExecutorHelper.java:292)    org.talend.dq.helper.AnalysisExecutorHelper.checkIndicator(AnalysisExecutorHelper.java:269)    org.talend.dq.helper.AnalysisExecutorHelper.checkDependentFiles(AnalysisExecutorHelper.java:238)    org.talend.dq.helper.AnalysisExecutorHelper.check(AnalysisExecutorHelper.java:202)    org.talend.dq.analysis.AnalysisExecutor.check(AnalysisExecutor.java:249)    org.talend.dq.analysis.ColumnAnalysisExecutor.check(ColumnAnalysisExecutor.java:231)    org.talend.dq.analysis.AnalysisExecutor.execute(AnalysisExecutor.java:103)    org.talend.dq.analysis.AnalysisExecutorSelector.executeAnalysis(AnalysisExecutorSelector.java:149)    org.talend.dataprofiler.core.ui.action.actions.RunAnalysisAction$1.runInWorkspace(RunAnalysisAction.java:226)    org.eclipse.core.internal.resources.InternalWorkspaceJob.run(InternalWorkspaceJob.java:38)    org.eclipse.core.internal.jobs.Worker.run(Worker.java:54)    {code}",3,TDQ-11583,talenddataquality,column analysis udi indicator run 1.start studio create column analysis 2.add udi column analysis 3.run expect result analysis run actual result error dialog popped.the error code java.lang indexoutofboundsexception targetindex=2 size=2 org.eclipse.emf.common.util basicelist.move(basicelist.java:658 org.eclipse.emf.common.notify.impl notifyinglistimpl.domove(notifyinglistimpl.java:1329 org.eclipse.emf.common.notify.impl notifyinglistimpl.move(notifyinglistimpl.java:1314 org.eclipse.emf.common.util abstractelist.move(abstractelist.java:535 org.eclipse.emf.ecore.util ecoreutil$copier.copyreference(ecoreutil.java:793 org.eclipse.emf.ecore.util ecoreutil$copier.copyreferences(ecoreutil.java:688 org.talend.dq.helper eobjecthelper.predeepcopy(eobjecthelper.java:511 org.talend.dq.helper eobjecthelper.deepcopy(eobjecthelper.java:477 org.talend.dq.helper analysisexecutorhelper.checkindicatorwithchild(analysisexecutorhelper.java:292 org.talend.dq.helper analysisexecutorhelper.checkindicator(analysisexecutorhelper.java:269 org.talend.dq.helper analysisexecutorhelper.checkdependentfiles(analysisexecutorhelper.java:238 org.talend.dq.helper analysisexecutorhelper.check(analysisexecutorhelper.java:202 org.talend.dq.analysis analysisexecutor.check(analysisexecutor.java:249 org.talend.dq.analysis columnanalysisexecutor.check(columnanalysisexecutor.java:231 org.talend.dq.analysis analysisexecutor.execute(analysisexecutor.java:103 org.talend.dq.analysis analysisexecutorselector.executeanalysis(analysisexecutorselector.java:149 org.talend.dataprofiler.core.ui.action.actions runanalysisaction$1.runinworkspace(runanalysisaction.java:226 org.eclipse.core.internal.resource internalworkspacejob.run(internalworkspacejob.java:38 org.eclipse.core.internal.job worker.run(worker.java:54 code,"The column analysis with UDI indicators can not run well 1.Start studio and create column analysis 2.Add UDI to column analysis. 3.Run it. expected result: The analysis can be run well. Actual result: The error dialog popped.the error see below: {code} java.lang.IndexOutOfBoundsException: targetIndex=2, size=2 org.eclipse.emf.common.util.BasicEList.move(BasicEList.java:658) org.eclipse.emf.common.notify.impl.NotifyingListImpl.doMove(NotifyingListImpl.java:1329) org.eclipse.emf.common.notify.impl.NotifyingListImpl.move(NotifyingListImpl.java:1314) org.eclipse.emf.common.util.AbstractEList.move(AbstractEList.java:535) org.eclipse.emf.ecore.util.EcoreUtil$Copier.copyReference(EcoreUtil.java:793) org.eclipse.emf.ecore.util.EcoreUtil$Copier.copyReferences(EcoreUtil.java:688) org.talend.dq.helper.EObjectHelper.preDeepCopy(EObjectHelper.java:511) org.talend.dq.helper.EObjectHelper.deepCopy(EObjectHelper.java:477) org.talend.dq.helper.AnalysisExecutorHelper.checkIndicatorWithChild(AnalysisExecutorHelper.java:292) org.talend.dq.helper.AnalysisExecutorHelper.checkIndicator(AnalysisExecutorHelper.java:269) org.talend.dq.helper.AnalysisExecutorHelper.checkDependentFiles(AnalysisExecutorHelper.java:238) org.talend.dq.helper.AnalysisExecutorHelper.check(AnalysisExecutorHelper.java:202) org.talend.dq.analysis.AnalysisExecutor.check(AnalysisExecutor.java:249) org.talend.dq.analysis.ColumnAnalysisExecutor.check(ColumnAnalysisExecutor.java:231) org.talend.dq.analysis.AnalysisExecutor.execute(AnalysisExecutor.java:103) org.talend.dq.analysis.AnalysisExecutorSelector.executeAnalysis(AnalysisExecutorSelector.java:149) org.talend.dataprofiler.core.ui.action.actions.RunAnalysisAction$1.runInWorkspace(RunAnalysisAction.java:226) org.eclipse.core.internal.resources.InternalWorkspaceJob.run(InternalWorkspaceJob.java:38) org.eclipse.core.internal.jobs.Worker.run(Worker.java:54) {code}"
"DQ Portal: report header ""VIEW FILTER""  show table filter result 1. create an overview analysis, set different value for table filter and view filter  2. run report with the analysis.  3. check the report in dqportal.  studio result is correct.    Expected Result:  table filter and view filter show correct result.    Actual Result:  both Table Filter and View Filter show result of Table Filter.    ",1,TDQ-11597,talenddataquality,dq portal report header view filter table filter result create overview analysis set different value table filter view filter run report analysis check report dqportal studio result correct expect result table filter view filter correct result actual result table filter view filter result table filter,"DQ Portal: report header ""VIEW FILTER"" show table filter result 1. create an overview analysis, set different value for table filter and view filter 2. run report with the analysis. 3. check the report in dqportal. studio result is correct. Expected Result: table filter and view filter show correct result. Actual Result: both Table Filter and View Filter show result of Table Filter."
"t-swoosh algorithm: Default Survivorship Rules-Number Largest/Smallest can not control Null field well  1. import the zip file  2. run ""match_t_swoosh"" analysis.    get error dialog pop up   NOTE:  1. with same configuration tMatchGroup also get same error.  2. if analysis remove the ""stuProvinceID2"" column, re-run no error show.  3. click ""chart"" no error show.    {code}  java.lang.NumberFormatException    java.math.BigDecimal.<init>(BigDecimal.java:494)    java.math.BigDecimal.<init>(BigDecimal.java:383)    java.math.BigDecimal.<init>(BigDecimal.java:806)    org.talend.dataquality.matchmerge.mfb.MFBRecordMerger.parseNumberValue(MFBRecordMerger.java:214)    org.talend.dataquality.matchmerge.mfb.MFBRecordMerger.createMergeValue(MFBRecordMerger.java:119)    org.talend.dataquality.record.linkage.grouping.swoosh.DQMFBRecordMerger.createNewRecord(DQMFBRecordMerger.java:131)    org.talend.dataquality.matchmerge.mfb.MFBRecordMerger.merge(MFBRecordMerger.java:47)    org.talend.dataquality.record.linkage.grouping.swoosh.DQMFBRecordMerger.merge(DQMFBRecordMerger.java:69)    org.talend.dataquality.matchmerge.mfb.MFB.execute(MFB.java:174)    org.talend.dataquality.record.linkage.grouping.swoosh.DQMFB.matchOneRecord(DQMFB.java:73)    org.talend.dataquality.record.linkage.grouping.TSwooshGrouping.oneRecordMatch(TSwooshGrouping.java:159)    org.talend.dataquality.record.linkage.grouping.swoosh.AnalysisSwooshMatchRecordGrouping.doGroup(AnalysisSwooshMatchRecordGrouping.java:92)    org.talend.dq.analysis.match.BlockAndMatchManager$OneBlockMatching.run(BlockAndMatchManager.java:203)    org.talend.dq.analysis.match.BlockAndMatchManager.run(BlockAndMatchManager.java:97)    org.talend.dq.analysis.MatchAnalysisExecutor.execute(MatchAnalysisExecutor.java:174)    org.talend.dq.analysis.AnalysisExecutorSelector.executeAnalysis(AnalysisExecutorSelector.java:149)    org.talend.dataprofiler.core.ui.action.actions.RunAnalysisAction$1.runInWorkspace(RunAnalysisAction.java:226)    org.eclipse.core.internal.resources.InternalWorkspaceJob.run(InternalWorkspaceJob.java:38)    org.eclipse.core.internal.jobs.Worker.run(Worker.java:54)    {code}",2,TDQ-11599,talenddataquality,swoosh algorithm default survivorship rules number largest smallest control null field import zip file run match_t_swoosh analysis error dialog pop note configuration tmatchgroup error analysis remove stuprovinceid2 column run error click chart error code java.lang numberformatexception java.math bigdecimal.(bigdecimal.java:494 java.math bigdecimal.(bigdecimal.java:383 java.math bigdecimal.(bigdecimal.java:806 org.talend.dataquality.matchmerge.mfb mfbrecordmerger.parsenumbervalue(mfbrecordmerger.java:214 org.talend.dataquality.matchmerge.mfb mfbrecordmerger.createmergevalue(mfbrecordmerger.java:119 org.talend.dataquality.record.linkage.grouping.swoosh dqmfbrecordmerger.createnewrecord(dqmfbrecordmerger.java:131 org.talend.dataquality.matchmerge.mfb mfbrecordmerger.merge(mfbrecordmerger.java:47 org.talend.dataquality.record.linkage.grouping.swoosh dqmfbrecordmerger.merge(dqmfbrecordmerger.java:69 org.talend.dataquality.matchmerge.mfb mfb.execute(mfb.java:174 org.talend.dataquality.record.linkage.grouping.swoosh dqmfb.matchonerecord(dqmfb.java:73 org.talend.dataquality.record.linkage.grouping tswooshgrouping.onerecordmatch(tswooshgrouping.java:159 org.talend.dataquality.record.linkage.grouping.swoosh analysisswooshmatchrecordgrouping.dogroup(analysisswooshmatchrecordgrouping.java:92 org.talend.dq.analysis.match blockandmatchmanager$oneblockmatching.run(blockandmatchmanager.java:203 org.talend.dq.analysis.match blockandmatchmanager.run(blockandmatchmanager.java:97 org.talend.dq.analysis matchanalysisexecutor.execute(matchanalysisexecutor.java:174 org.talend.dq.analysis analysisexecutorselector.executeanalysis(analysisexecutorselector.java:149 org.talend.dataprofiler.core.ui.action.actions runanalysisaction$1.runinworkspace(runanalysisaction.java:226 org.eclipse.core.internal.resource internalworkspacejob.run(internalworkspacejob.java:38 org.eclipse.core.internal.job worker.run(worker.java:54 code,"t-swoosh algorithm: Default Survivorship Rules-Number Largest/Smallest can not control Null field well 1. import the zip file 2. run ""match_t_swoosh"" analysis. get error dialog pop up NOTE: 1. with same configuration tMatchGroup also get same error. 2. if analysis remove the ""stuProvinceID2"" column, re-run no error show. 3. click ""chart"" no error show. {code} java.lang.NumberFormatException java.math.BigDecimal.(BigDecimal.java:494) java.math.BigDecimal.(BigDecimal.java:383) java.math.BigDecimal.(BigDecimal.java:806) org.talend.dataquality.matchmerge.mfb.MFBRecordMerger.parseNumberValue(MFBRecordMerger.java:214) org.talend.dataquality.matchmerge.mfb.MFBRecordMerger.createMergeValue(MFBRecordMerger.java:119) org.talend.dataquality.record.linkage.grouping.swoosh.DQMFBRecordMerger.createNewRecord(DQMFBRecordMerger.java:131) org.talend.dataquality.matchmerge.mfb.MFBRecordMerger.merge(MFBRecordMerger.java:47) org.talend.dataquality.record.linkage.grouping.swoosh.DQMFBRecordMerger.merge(DQMFBRecordMerger.java:69) org.talend.dataquality.matchmerge.mfb.MFB.execute(MFB.java:174) org.talend.dataquality.record.linkage.grouping.swoosh.DQMFB.matchOneRecord(DQMFB.java:73) org.talend.dataquality.record.linkage.grouping.TSwooshGrouping.oneRecordMatch(TSwooshGrouping.java:159) org.talend.dataquality.record.linkage.grouping.swoosh.AnalysisSwooshMatchRecordGrouping.doGroup(AnalysisSwooshMatchRecordGrouping.java:92) org.talend.dq.analysis.match.BlockAndMatchManager$OneBlockMatching.run(BlockAndMatchManager.java:203) org.talend.dq.analysis.match.BlockAndMatchManager.run(BlockAndMatchManager.java:97) org.talend.dq.analysis.MatchAnalysisExecutor.execute(MatchAnalysisExecutor.java:174) org.talend.dq.analysis.AnalysisExecutorSelector.executeAnalysis(AnalysisExecutorSelector.java:149) org.talend.dataprofiler.core.ui.action.actions.RunAnalysisAction$1.runInWorkspace(RunAnalysisAction.java:226) org.eclipse.core.internal.resources.InternalWorkspaceJob.run(InternalWorkspaceJob.java:38) org.eclipse.core.internal.jobs.Worker.run(Worker.java:54) {code}"
"Split overview analysis editor in two pages (settings and results) Move the analysis summary and statistical information sections to a new ""Analysis Results"" page, just like the other analysis editors.   When the analysis is executed, switch automatically to this results page.",5,TDQ-11602,talenddataquality,split overview analysis editor page setting result analysis summary statistical information section new analysis result page like analysis editor analysis execute switch automatically result page,"Split overview analysis editor in two pages (settings and results) Move the analysis summary and statistical information sections to a new ""Analysis Results"" page, just like the other analysis editors. When the analysis is executed, switch automatically to this results page."
"Add ""data preview"" section in other analysis editors Add the same section as the ""data preview"" section of the column analysis editor in the following editors:  - column set analysis  - functional dependency analysis",8,TDQ-11606,talenddataquality,add data preview section analysis editor add section data preview section column analysis editor follow editor column set analysis functional dependency analysis,"Add ""data preview"" section in other analysis editors Add the same section as the ""data preview"" section of the column analysis editor in the following editors: - column set analysis - functional dependency analysis"
"tMatchGroup--t-Swoosh set blocking key can not get correct result 1. import the job attached  2. run the two jobs. the result is not correct    check the result.txt(column as blocking key)  stuID=10003 the GRP_SIZE=0 and MASTER=false    but the whole txt no same GID item exist, which group it belongs to.    refer to the chart result:  1 item-12 Group,  2 items--5 Group, 5 items--1 Group  so only 5+1 new items generated, so output  is input(count)+6  but now input is 27, output is 55.",3,TDQ-11611,talenddataquality,tmatchgroup swoosh set block key correct result import job attach run job result correct check result.txt(column block key stuid=10003 grp_size=0 master false txt gid item exist group belong refer chart result item-12 group items--5 group items--1 group new item generate output input(count)+6 input 27 output 55,"tMatchGroup--t-Swoosh set blocking key can not get correct result 1. import the job attached 2. run the two jobs. the result is not correct check the result.txt(column as blocking key) stuID=10003 the GRP_SIZE=0 and MASTER=false but the whole txt no same GID item exist, which group it belongs to. refer to the chart result: 1 item-12 Group, 2 items--5 Group, 5 items--1 Group so only 5+1 new items generated, so output is input(count)+6 but now input is 27, output is 55."
"tMatchGroup+t-Swoosh can not show the Detailed labels in ""MATCHING_DISTANCES"" 1. create a job with tMatchGroup, select T_Swoosh Matcher algorithm  checked ""Output distance details"" and ""Display detailed labels""    2. add key for tMatchGroup in the configuration dialog. and click ""chart""  check  ""MATCHING_DISTANCES"" only show the score but not the key labels  should like  name: 1.0    NOTE: run job also has this issue.",3,TDQ-11630,talenddataquality,tmatchgroup+t swoosh detailed label matching_distances create job tmatchgroup select t_swoosh matcher algorithm check output distance detail display detailed label add key tmatchgroup configuration dialog click chart check matching_distances score key label like 1.0 note run job issue,"tMatchGroup+t-Swoosh can not show the Detailed labels in ""MATCHING_DISTANCES"" 1. create a job with tMatchGroup, select T_Swoosh Matcher algorithm checked ""Output distance details"" and ""Display detailed labels"" 2. add key for tMatchGroup in the configuration dialog. and click ""chart"" check ""MATCHING_DISTANCES"" only show the score but not the key labels should like name: 1.0 NOTE: run job also has this issue."
"Sync versions of manifest and pom files of the Record linkage library maven snapshot version of record linkage library is 3.1.1: https://github.com/Talend/data-quality/blob/master/dataquality-libraries/pom.xml   But the manifest version is 3.1.0.     This is confusing because the 3.1.0 of the library release is therefore not a fixed version, but a snapshot version corresponding to the latest 3.1.1 snapshot!",1,TDQ-11633,talenddataquality,sync version manifest pom file record linkage library maven snapshot version record linkage library 3.1.1 https://github.com/talend/data-quality/blob/master/dataquality-libraries/pom.xml manifest version 3.1.0 confusing 3.1.0 library release fix version snapshot version correspond late 3.1.1 snapshot,"Sync versions of manifest and pom files of the Record linkage library maven snapshot version of record linkage library is 3.1.1: https://github.com/Talend/data-quality/blob/master/dataquality-libraries/pom.xml But the manifest version is 3.1.0. This is confusing because the 3.1.0 of the library release is therefore not a fixed version, but a snapshot version corresponding to the latest 3.1.1 snapshot!"
"Unclear error message when analysis fails to run I set a pattern on a column in a Redshift database.  Then I run the analysis and a dialog opens up to tell me that there is an error.     The message is empty. No meaningful error message is displayed. It should be easy to read that the regex indicator could not be computed.     In the error log, we can see:  {quote}  2016-02-17 15:59:02,200 ERROR org.talend.dq.analysis.AnalysisExecutor  - Query not executed for indicator: Text"" query is null  {quote}  and   {quote}  2016-02-17 15:59:02,203 ERROR org.talend.dq.analysis.AnalysisExecutor  - For more information please refer to the Error Log view.  {quote}    This kind of error  (when the query cannot be generated) should be clearly identified and reported to the user. ",1,TDQ-11636,talenddataquality,"unclear error message analysis fail run set pattern column redshift database run analysis dialog open tell error message meaningful error message display easy read regex indicator compute error log quote 2016 02 17 15:59:02,200 error org.talend.dq.analysi analysisexecutor query execute indicator text query null quote quote 2016 02 17 15:59:02,203 error org.talend.dq.analysi analysisexecutor information refer error log view quote kind error query generate clearly identify report user","Unclear error message when analysis fails to run I set a pattern on a column in a Redshift database. Then I run the analysis and a dialog opens up to tell me that there is an error. The message is empty. No meaningful error message is displayed. It should be easy to read that the regex indicator could not be computed. In the error log, we can see: {quote} 2016-02-17 15:59:02,200 ERROR org.talend.dq.analysis.AnalysisExecutor - Query not executed for indicator: Text"" query is null {quote} and {quote} 2016-02-17 15:59:02,203 ERROR org.talend.dq.analysis.AnalysisExecutor - For more information please refer to the Error Log view. {quote} This kind of error (when the query cannot be generated) should be clearly identified and reported to the user."
"support custom matching type in tMatchGroup when the algorithm is tswoosh we have support customer matching type in Match Analysis when the algorithm is tswoosh, need to support it in tMatchGroup also    another thing is:  the title should be ""Matching Function"", bothe Match Analysis and tMatchGroup, both vsr and tswoosh",3,TDQ-11641,talenddataquality,support custom matching type tmatchgroup algorithm tswoosh support customer matching type match analysis algorithm tswoosh need support tmatchgroup thing title matching function bothe match analysis tmatchgroup vsr tswoosh,"support custom matching type in tMatchGroup when the algorithm is tswoosh we have support customer matching type in Match Analysis when the algorithm is tswoosh, need to support it in tMatchGroup also another thing is: the title should be ""Matching Function"", bothe Match Analysis and tMatchGroup, both vsr and tswoosh"
"tMatchGroup: vsr and tswoosh has different way to show Null value for int and varchar. when tMatchGroup select vsr and t-swoosh, has different way to show Null for int and varchar.    configuration dialog:  refer to the pic attached     run job result :  varchar type both vsr and t-swoosh show null, it is ok  int type t-swoosh show 0 instead of null    Expected Result:  vsr and t-swoosh should same behavior.  Especially for t-swoosh int value when null should not show  ""0"".",2,TDQ-11642,talenddataquality,tmatchgroup vsr tswoosh different way null value int varchar tmatchgroup select vsr swoosh different way null int varchar configuration dialog refer pic attach run job result varchar type vsr swoosh null ok int type swoosh instead null expected result vsr swoosh behavior especially swoosh int value null,"tMatchGroup: vsr and tswoosh has different way to show Null value for int and varchar. when tMatchGroup select vsr and t-swoosh, has different way to show Null for int and varchar. configuration dialog: refer to the pic attached run job result : varchar type both vsr and t-swoosh show null, it is ok int type t-swoosh show 0 instead of null Expected Result: vsr and t-swoosh should same behavior. Especially for t-swoosh int value when null should not show ""0""."
The variance's value for chart can not be shown well in the Report 1.Import variance to UDI indicators.  2.Create column analysis and add variance indicator.  3.Create report with it.  4.Run report.  Expected result:  The all value shows well.  Actual result:  The value can not be shown completely.see attachment    Another issue:  Some values are not as same as chart.,1,TDQ-11643,talenddataquality,variance value chart show report 1.import variance udi indicator 2.create column analysis add variance indicator 3.create report 4.run report expect result value show actual result value show completely.see attachment issue value chart,The variance's value for chart can not be shown well in the Report 1.Import variance to UDI indicators. 2.Create column analysis and add variance indicator. 3.Create report with it. 4.Run report. Expected result: The all value shows well. Actual result: The value can not be shown completely.see attachment Another issue: Some values are not as same as chart.
